year,mean,name
2000,.0828373730182648,4
2005,.0477172154933214,4
2010,.0298673855140805,4
2015,.031264390796423,4
2000,.0709652192890644,40765
2005,.0618301592767239,40765
2010,.0600409433245659,40765
2015,.0563282445073128,40765
2000,.0297204777598381,145
2005,.0431209104135633,145
2010,.0517827123403549,145
2015,.0400902926921844,145
2000,.0894438698887825,169
2005,.091578770428896,169
2010,.0806941464543343,169
2015,.069029625505209,169
2000,.036915966309607,248
2005,.0306530091911554,248
2010,.0229223081842065,248
2015,.0191211523488164,248
2000,.4020230621099472,269
2005,.3874976187944412,269
2010,.3681678250432014,269
2015,.3585976734757423,269
2000,.2829714640974998,8
2005,.1704784706234932,8
2010,.1353046968579292,8
2015,.1105191297829151,8
2000,.2270476147532463,49
2005,.2397990375757217,49
2010,.2225193455815315,49
2015,.2043667212128639,49
2000,.1318207643926144,59
2005,.1169376783072948,59
2010,.1070281304419041,59
2015,.0978693477809429,59
2000,.2934494614601135,68
2005,.2668924331665039,68
2010,.232942245900631,68
2015,.2036224603652954,68
2000,.1387491524219513,76
2005,.0915018990635872,76
2010,.0686268508434296,76
2015,.0593343731015921,76
2000,.0812654048204422,89
2005,.0738956481218338,89
2010,.065100621432066,89
2015,.0561007410287857,89
2000,.3355661556124687,43
2005,.3811545521020889,43
2010,.2626536786556244,43
2015,.2562907487154007,43
2000,.2137018442153931,70
2005,.2853647843003273,70
2010,.2731588706374168,70
2015,.2232062965631485,70
2000,.3463856652379036,77
2005,.3082552775740623,77
2010,.2794990539550781,77
2015,.2546767890453339,77
2000,.39341189712286,79
2005,.3380430489778519,79
2010,.2722410559654236,79
2015,.2289744764566422,79
2000,.1710756495594978,133
2005,.1755387485027313,133
2010,.1385170817375183,133
2015,.1029480844736099,133
2000,.3286919593811035,150
2005,.315144419670105,150
2010,.2761887982487679,150
2015,.2420154362916946,150
2000,.1819900013506413,152
2005,.1401677988469601,152
2010,.1130281165242195,152
2015,.1156737133860588,152
2000,.2310157418251038,170
2005,.1979531832039356,170
2010,.1578464061021805,170
2015,.1305194534361362,170
2000,.2138192430138588,205
2005,.1684042327105999,205
2010,.1164047159254551,205
2015,.0933668538928032,205
2000,.3368464484810829,226
2005,.2912236750125885,226
2010,.4919642060995102,226
2015,.2811462357640266,226
2000,.2213062942028046,257
2005,.1502423137426376,257
2010,.1026069112122059,257
2015,.0892976354807615,257
2000,.2409637123346329,253
2005,.1393167451024055,253
2010,.1373849771916866,253
2015,.1222614422440529,253
2000,.1521047167479992,270
2005,.1568602845072746,270
2010,.1367836333811283,270
2015,.1150309890508652,270
2000,.1173269860446453,35
2005,.1105430833995342,35
2010,.0993072129786015,35
2015,.0818084795027971,35
2000,.1479419730603695,142
2005,.1484959647059441,142
2010,.1265607587993145,142
2015,.101979423314333,142
2000,.1912654899060726,172
2005,.1724546626210213,172
2010,.1462497562170029,172
2015,.1254685148596764,172
2000,.093991257250309,227
2005,.0942328367382288,227
2010,.0789929684251547,227
2015,.0645269062370062,227
2000,.0869321580976248,235
2005,.0678688902407885,235
2010,.0582408793270588,235
2015,.0537398550659418,235
2000,.119856171309948,271
2005,.1293907426297665,271
2010,.1094746924936771,271
2015,.1084157973527908,271
2000,.2269528433680534,29
2005,.2098170891404152,29
2010,.2096903771162033,29
2015,.192405704408884,29
2000,.3395332917571068,42
2005,.3301316499710083,42
2010,.2662898004055023,42
2015,.2272730469703674,42
2000,.1676528081297874,45
2005,.1559859290719032,45
2010,.1415168046951294,45
2015,.1163506209850311,45
2000,.3139918074011803,50
2005,.3156102895736694,50
2010,.307338684797287,50
2015,.2870688959956169,50
2000,.1816148608922958,66
2005,.1786279939115047,66
2010,.1757200919091702,66
2015,.1627481952309608,66
2000,.2011939473450184,90
2005,.1794068515300751,90
2010,.1682510673999786,90
2015,.144366018474102,90
2000,.1861116029322147,94
2005,.1536697559058666,94
2010,.1243940368294716,94
2015,.0962379649281502,94
2000,.1755310818552971,106
2005,.1977785900235176,106
2010,.1936334222555161,106
2015,.1748708188533783,106
2000,.2184108644723892,105
2005,.1961670368909836,105
2010,.1817069873213768,105
2015,.1763993725180626,105
2000,.2310073226690292,144
2005,.2034282088279724,144
2010,.1769501157104969,144
2015,.1528174132108688,144
2000,.3085840940475464,155
2005,.2801334485411644,155
2010,.256181038916111,155
2015,.2283635884523392,155
2000,.252710834145546,159
2005,.2161236479878426,159
2010,.1746043339371681,159
2015,.154616542160511,159
2000,.4214195609092712,181
2005,.3855544999241829,181
2010,.3595588877797127,181
2015,.353696882724762,181
2000,.2490340694785118,182
2005,.2500930577516556,182
2010,.2315162643790245,182
2015,.1982479616999626,182
2000,.1906890049576759,217
2005,.1675441414117813,217
2010,.1624424941837788,217
2015,.1398800909519196,217
2000,.2547872811555862,221
2005,.2505611553788185,221
2010,.2045518159866333,221
2015,.1657658442854881,221
2000,.2316606119275093,243
2005,.2191847488284111,243
2010,.1765200570225716,243
2015,.1496236473321915,243
2000,.3172291815280914,74
2005,.2894442155957222,74
2010,.2596699669957161,74
2015,.2503863796591759,74
2000,.3758126869797707,6
2005,.3196288719773293,6
2010,.3040148019790649,6
2015,.3339232578873634,6
